Class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14
none,-9.100360510253910,1.908178723144530,-9.052476477050780,1.5705962890625000,-9.167398156738280,0.8307879760742190,-8.894459167480470,0.7038952880859380,-8.652644799804690,1.024718310546880,-8.56166513671875,1.6519991455078100,-8.657433203125000,1.8339584716796900,-8.853757739257810,2.085349645996090,-9.634267480468750,2.863465185546880,-9.449913952636720,2.990357873535160,-9.047688073730470,2.252943762207030,-8.954314208984380,1.8267758666992200,-8.997409838867190,1.3431471313476600,-8.911218579101560,1.5298948608398400
raise,-5.537788439941410,4.261678955078130,-6.641515405273440,4.012681982421880,-7.244854223632810,4.594472985839840,-7.802703210449220,4.398148449707030,-8.497021691894530,4.149151477050780,-8.489839086914060,4.0222587890625,-8.267178332519530,4.091690637207030,-8.06367119140625,4.046200805664060,-8.039729174804690,4.077325427246090,-8.118737829589840,4.077325427246090,-8.185775476074220,4.053383410644530,-8.152256652832030,4.00310517578125,-8.17859287109375,4.00310517578125,-8.123526232910160,3.9695863525390600
raise,-4.6830584472656200,-8.604760766601560,-4.905719201660160,-8.726865051269530,-7.668627917480470,-9.957484704589840,-11.79144317626950,-11.513715783691400,-10.369287390136700,-12.9861498046875,-6.8785413696289100,-11.745953344726600,-3.5625720703125000,-8.547299926757810,-4.434061474609380,-4.410119458007810,-4.972756848144530,-0.028730419921875,-5.032611889648440,2.427720483398440,-5.786785412597660,4.11802685546875,-5.84185205078125,4.388571643066410,-6.931213806152340,4.3263223999023400,-7.979874133300780,4.192247106933590
raise,-0.6296750366210940,-9.81862100830078,-0.32561142578125000,-9.842563024902340,-1.1061211669921900,-9.967061511230470,-3.23696064453125,-10.884040747070300,-9.758765966796870,-13.747505932617200,-9.734823950195310,-17.214309936523400,-3.651157531738280,-16.886304309082000,-3.5625720703125000,-12.548010900878900,-1.6927005737304700,-8.762778076171880,-1.9536685546875,-3.9169139160156200,-3.782838623046880,3.6343981201171900,-4.295197778320310,4.673481640625,-5.341463903808590,5.604826086425780,-5.659892724609370,5.849034655761720
raise,-1.6639701538085900,-9.849745629882810,-2.442085693359380,-9.689334118652340,-2.4349030883789100,-9.976638317871090,-4.3622354248046900,-10.453084448242200,-9.299079248046870,-12.418724011230500,-10.307038146972700,-14.85602130126950,-6.835445739746090,-14.137760803222700,-4.276044165039060,-10.556035119628900,-2.3319524169921900,-6.4284314575195300,-1.0414777221679700,-2.9831752685546900,-3.938461730957030,1.6472107421875,-6.248866333007810,1.1635820068359400,-8.755595471191410,1.4772224243164100,-9.313444458007810,0.8164227661132810
raise,-3.0645781250000000,-9.404424121093750,-3.2609026611328100,-8.913612780761720,-2.511517541503910,-9.382876306152340,-6.572083557128910,-10.421959826660200,-12.746729638671900,-13.297396020507800,-7.278373046875000,-15.325284826660200,-5.446808776855470,-12.586318127441400,-5.193023400878910,-9.950302099609370,-3.248931652832030,-7.4794859863281200,-3.8187516479492200,-2.427720483398440,-3.35188232421875,3.248931652832030,-4.984727856445310,4.438849877929690,-5.947196923828130,5.106832141113280,-7.0652890991210900,4.7381250854492200
raise,-3.574543078613280,-9.313444458007810,-4.201823913574220,-9.129090930175780,-8.702923034667970,-10.180145458984400,-12.349292163085900,-13.43865391845700,-9.497797985839840,-15.246276171875,-5.425260961914060,-13.211204760742200,-2.9951462768554700,-8.049305981445310,-2.93050283203125,-3.3710359375,-2.7078420776367200,0.0430956298828125,-3.909731311035160,2.482787121582030,-5.437231970214840,4.084508032226560,-6.174646081542970,5.137956762695310,-7.024587670898440,5.434837768554690,-7.50821640625,5.0948611328125000
raise,-2.806004345703130,-8.951920007324220,-2.499546533203130,-9.10993731689453,-3.861847277832030,-9.651026892089840,-8.623914379882810,-12.07874737548830,-10.793061083984400,-14.717157604980500,-7.307103466796880,-15.037980627441400,-4.6998178588867200,-12.540828295898400,-3.768473413085940,-7.410054138183590,-2.4253262817382800,-2.2026655273437500,-3.057395520019530,3.0980969482421900,-2.9975404785156200,5.53539423828125,-4.153939880371090,6.830657336425780,-4.8650177734375,6.833051538085940,-6.023811376953130,6.9719152343750000
raise,-4.733336682128910,-8.743624462890620,-4.582501977539060,-8.628702783203120,-3.6391865234375000,-9.198522778320310,-6.72291826171875,-9.730035546875,-11.935095275878900,-11.793837377929700,-12.224793676757800,-14.45379542236330,-6.813897924804690,-14.609418530273400,-2.8706477905273400,-10.955866796875,-1.8650830932617200,-4.860229370117190,-1.7980454467773400,1.0031704956054700,-3.0693665283203100,4.570530969238280,-5.331887097167970,5.111620544433590,-5.985504150390630,5.5545478515625,-6.610390783691410,5.530605834960940
raise,-3.440467785644530,-8.975862023925780,-2.93050283203125,-9.114725720214840,-3.555389465332030,-9.07163009033203,-9.907206469726560,-10.965443603515600,-10.572794531250000,-14.425065002441400,-8.379705810546880,-15.998055493164100,-4.187458703613280,-12.275071911621100,-3.3782185424804700,-4.522646936035160,-3.873818286132810,-0.7637503295898440,-4.055777612304690,2.2002713256835900,-5.027823486328130,3.921702319335940,-6.356605407714840,4.611232397460940,-6.845022546386720,5.473144995117190,-7.436390356445310,5.355829113769530
raise,-3.6200329101562500,-9.991003527832030,-5.667075329589840,-10.077194787597700,-10.144232434082000,-11.360486877441400,-9.849745629882810,-13.393164086914100,-8.087613208007810,-13.436259716796900,-5.104437939453130,-10.728417639160200,-3.3303345092773400,-5.746083984375,-1.7884686401367200,-1.678335363769530,-2.7964275390625,3.0645781250000000,-3.385401147460940,5.1714755859375000,-4.529829541015630,6.349422802734380,-5.8226984375,6.308721374511720,-5.829881042480470,6.248866333007810,-6.289567761230470,5.951985327148440
raise,-1.889025109863280,-9.804255798339840,-3.0741549316406200,-10.283096130371100,-9.572018237304690,-12.19366905517580,-8.480262280273440,-14.994884997558600,-7.955932116699220,-16.23029305419920,-4.383783239746090,-13.057975854492200,-3.878606689453130,-7.338228088378910,-1.8746598999023400,-3.1555577880859400,-3.27526787109375,1.6903063720703100,-4.7022120605468700,4.778826513671870,-5.729324572753910,5.501875415039060,-6.306327172851560,5.779602807617190,-6.957550024414060,5.604826086425780,-7.3861121215820300,5.389347937011720
raise,-4.225765930175780,-9.995791931152340,-7.599196069335940,-11.202469567871100,-10.893617553710900,-14.11621298828130,-7.843404638671870,-15.20078634033200,-4.984727856445310,-13.505691564941400,-3.1196447631835900,-8.990227233886720,-2.863465185546880,-3.459621398925780,-1.9225439331054700,0.9121908325195310,-3.0909143432617200,3.6942531616210900,-4.563348364257810,5.422866760253910,-5.872976672363280,5.6766521362304700,-6.490680700683590,5.908889697265630,-6.782773303222660,5.990292553710940,-7.132326745605470,5.767631799316410
raise,-2.6503812377929700,-9.392453112792970,-3.6200329101562500,-10.172962854003900,-9.765948571777340,-11.231199987793000,-10.40041201171880,-13.261482995605500,-7.8170684204101600,-14.520833068847700,-5.971138940429690,-12.950236779785200,-2.4061726684570300,-9.394847314453130,-2.2960393920898400,0.3591302490234380,-2.442085693359380,2.1930887207031200,-3.0119056884765600,5.916072302246090,-4.304774584960940,6.653486413574220,-5.719747766113280,7.086836914062500,-6.093243225097660,7.184999182128910,-6.358999609375000,6.964732629394530
raise,-2.4660277099609400,-9.78031378173828,-3.6559459350585900,-10.031704956054700,-9.121908325195310,-10.927136376953100,-11.628637463378900,-14.226346264648400,-6.7037646484375,-15.452177514648400,-4.297591979980470,-13.318943835449200,-3.172317199707030,-8.573636145019530,-2.001552587890630,-1.8938135131835900,-1.3838485595703100,3.2225954345703100,-2.418143676757810,5.884947680664060,-4.247313745117190,6.68461103515625,-4.836287353515620,6.811503723144530,-5.228936425781250,6.885723974609380,-5.585672473144530,6.710947253417970
raise,-2.5426421630859400,-9.320627062988280,-2.24097275390625,-9.53131680908203,-3.342305517578130,-10.007762939453100,-9.481038574218750,-11.02529864501950,-10.28549033203130,-14.623783740234400,-7.486668591308590,-15.789759948730500,-4.163516687011720,-14.918270544433600,-3.0597897216796900,-10.773907470703100,-2.0661960327148400,-3.859453076171880,-2.9855694702148400,2.8203695556640600,-3.450044592285160,5.257666845703130,-4.829104748535160,6.241683728027340,-6.0333881835937500,6.153098266601560,-6.011840368652340,6.624755993652340
raise,-3.071760729980470,-9.483432775878910,-3.1004911499023400,-9.382876306152340,-3.0597897216796900,-9.830592016601560,-6.979097839355470,-10.204087475585900,-9.672574707031250,-12.873622326660200,-8.836998327636720,-14.563928698730500,-5.5090580200195300,-15.286977600097700,-3.9791631591796900,-11.267113012695300,-2.2744915771484400,-5.224148022460940,-1.5705962890625000,2.109291662597660,-2.9041666137695300,5.238513232421880,-4.276044165039060,6.354211206054690,-5.164292980957030,7.070077502441410,-5.315127685546880,7.216123803710940
raise,-3.4069489624023400,-8.920795385742190,-3.821145849609380,-9.0021982421875,-12.224793676757800,-11.994950317382800,-10.59194814453130,-13.941436267089800,-6.6893994384765600,-13.405135095214800,-4.881777185058590,-11.121066711425800,-3.536235852050780,-7.400477331542970,-2.521094348144530,-1.9512743530273400,-4.216189123535160,4.199429711914060,-3.5984850952148400,5.626373901367190,-4.680664245605470,6.177040283203130,-5.293579870605470,6.710947253417970,-5.377376928710940,6.993463049316410,-5.4515971801757800,7.000645654296880
raise,-3.2800562744140600,-9.2320416015625,-3.153163586425780,-9.236830004882810,-3.8762124877929700,-9.325415466308590,-8.396465222167970,-10.321403356933600,-11.832144604492200,-12.84489190673830,-9.672574707031250,-15.073893652343700,-6.320692382812500,-13.912705847168000,-3.469198205566410,-10.077194787597700,-2.0829554443359400,-4.589684582519530,-1.7836802368164100,2.473210314941410,-2.50912333984375,5.966350537109380,-3.622427111816410,7.038952880859380,-4.73094248046875,7.438784558105470,-5.655104321289060,7.548917834472660
raise,-4.00310517578125,-9.60793126220703,-3.725377783203130,-9.545682019042970,-4.534617944335940,-9.586383447265630,-7.4770917846679700,-10.97502041015630,-11.145008728027300,-13.546392993164100,-7.764395983886720,-14.247894079589800,-5.827486840820310,-10.500968481445300,-2.1906945190429700,-5.9950809570312500,-2.9951462768554700,-1.5634136840820300,-4.273649963378910,0.9576806640625,-6.730100866699220,3.3710359375,-6.988674645996090,4.161122485351560,-7.682993127441410,4.364629626464840,-7.615955480957030,4.3239281982421900
raise,-10.805032092285200,-10.409988818359400,-11.903970654296900,-12.435483422851600,-8.487444885253910,-12.9861498046875,-5.6024318847656200,-9.105148913574220,-4.106055847167970,-5.635950708007810,-3.9887399658203100,-1.924938134765630,-4.417302062988280,2.4899697265625,-5.351040710449220,4.7764323120117200,-4.534617944335940,6.490680700683590,-5.446808776855470,6.212953308105470,-6.208164904785160,6.227318518066410,-6.452373474121090,6.430825659179690,-6.385335827636720,6.394912634277340,-6.797138513183590,6.275202551269530
lower,-7.378929516601560,4.3263223999023400,-4.8698061767578100,4.146757275390630,-3.153163586425780,2.2026655273437500,-3.1962592163085900,-0.1197100830078130,-5.039794494628910,-3.086125939941410,-9.325415466308590,-8.422801440429690,-10.192116467285200,-10.771513269043000,-8.633491186523440,-12.715605017089800,-6.677428430175780,-11.463437548828100,-5.384559533691410,-9.995791931152340,-4.800374328613280,-9.457096557617190,-4.106055847167970,-9.909600671386720,-2.205059729003910,-9.792284790039060,-1.9656395629882800,-9.497797985839840
lower,-7.141903552246090,5.511452221679690,-6.909665991210940,5.068524914550780,-6.320692382812500,5.008669873046880,-5.662286926269530,4.192247106933590,-5.2456958374023400,3.3710359375,-3.8953661010742200,0.34237083740234400,-6.1459156616210900,-1.7549498168945300,-4.113238452148440,-7.1035963256835900,-6.315903979492190,-10.13226142578130,-7.75721337890625,-15.531186169433600,-9.172186560058590,-13.970166687011700,-6.663063220214840,-11.911153259277300,-2.7054478759765600,-9.696516723632810,-0.3758896606445310,-9.600748657226560
lower,-6.8976949829101600,5.849034655761720,-6.79953271484375,5.6024318847656200,-6.361393811035160,5.659892724609370,-4.548983154296880,4.742913488769530,-2.384624853515630,1.1707646118164100,-3.0909143432617200,0.19871873779296900,-4.88417138671875,-2.612074011230470,-10.105925207519500,-6.179434484863280,-10.905588562011700,-14.451401220703100,-8.480262280273440,-13.682862487793000,-5.082890124511720,-11.48498536376950,-2.379836450195310,-9.90241806640625,-2.6001030029296900,-10.062829577636700,-1.189918225097660,-9.883264453125
lower,-6.986280444335940,4.687846850585940,-7.218518005371090,5.231330627441410,-6.6510922119140600,5.609614489746090,-6.433219860839840,5.549759448242190,-4.7931917236328100,3.9456443359375000,-1.7381904052734400,2.3032219970703100,1.838746875,-2.7054478759765600,-5.518634826660160,-5.9376201171875,-8.307879760742190,-12.866439721679700,-8.597578161621090,-19.6133,-9.550470422363280,-13.500903161621100,-5.4515971801757800,-11.959037292480500,-3.9719805541992200,-10.364498986816400,-1.1276689819335900,-9.674968908691410
lower,-7.637503295898440,5.090072729492190,-7.3837179199218700,5.298368273925780,-7.096413720703130,4.910507604980470,-6.924031201171880,4.833893151855470,-6.622361791992190,4.321533996582030,-5.327098693847660,3.4165257690429700,-1.2617442749023400,0.5578489868164060,-3.0358477050781200,-1.5131354492187500,-5.305550878906250,-5.829881042480470,-8.971073620605470,-11.195286962890600,-7.709329345703120,-17.1999447265625,-10.740388647460900,-13.206416357421900,-4.07971962890625,-10.89122335205080,-4.460397692871090,-10.594342346191400
lower,-6.940790612792970,3.7205893798828100,-5.626373901367190,3.9647979492187500,-4.4005426513671900,1.6927005737304700,-3.5601778686523400,-0.3495534423828130,-1.9416975463867200,-3.69664736328125,-6.4475850708007800,-9.306261853027340,-6.7085530517578100,-16.826449267578100,-11.504138977050800,-16.52238565673830,-5.279214660644530,-12.509703674316400,-5.746083984375,-11.10191309814450,-1.9488801513671900,-10.441113439941400,-0.55545478515625,-9.662997900390630,-0.37828386230468700,-9.686939916992190,-0.26336218261718700,-9.397241516113280
lower,-8.154650854492190,4.089296435546880,-7.893682873535160,4.441244079589840,-6.289567761230470,4.187458703613280,-5.197811804199220,3.7708676147460900,-2.480392919921880,1.3048399047851600,-1.2952630981445300,-0.9026140258789060,-2.4061726684570300,-4.199429711914060,-8.142679846191410,-9.622296472167970,-9.919177478027340,-17.89426320800780,-10.828974108886700,-15.684415075683600,-4.695029455566410,-10.467449658203100,-3.8666356811523400,-10.050858569335900,-1.9632453613281200,-10.012551342773400,-1.0797849487304700,-9.5384994140625
lower,-5.128379956054690,1.8339584716796900,-5.013458276367190,3.6080619018554700,-5.386953735351560,4.091690637207030,-5.604826086425780,3.921702319335940,-4.898536596679690,3.957615344238280,-3.210624426269530,1.9895815795898400,-1.7621324218750000,-1.5586252807617200,0.1292868896484380,-4.295197778320310,-10.536881506347700,-9.471461767578130,-5.03740029296875,-19.6133,-12.701239807128900,-16.728286999511700,-3.39018955078125,-11.480196960449200,-4.378994836425780,-11.022904443359400,-1.120486376953130,-10.077194787597700
lower,-6.969521032714840,4.829104748535160,-4.510675927734380,2.7437551025390600,-0.06703764648437500,0.3950432739257810,-2.3343466186523400,-2.6336218261718700,-7.560888842773440,-7.096413720703130,-9.588777648925780,-15.042769030761700,-9.193734375,-16.907852124023400,-6.236895324707030,-12.363657373046900,-3.5386300537109400,-11.343727465820300,-3.1579519897460900,-10.038887561035200,-1.4628572143554700,-9.871293444824220,-0.6296750366210940,-9.655815295410160,-0.5027823486328130,-9.619902270507810,-1.6543933471679700,-9.765948571777340
lower,-6.318298181152340,5.2648494506835900,-6.797138513183590,5.008669873046880,-6.0333881835937500,5.0014872680664100,-2.31758720703125,3.172317199707030,-0.7302315063476560,-0.22744915771484400,-1.6998831787109400,-2.6791116577148400,-6.9336080078125000,-6.806715319824220,-9.861716638183590,-14.020444921875000,-9.86411083984375,-16.2039568359375,-7.445967163085940,-12.674903588867200,-4.88417138671875,-10.723629235839800,-2.6695348510742200,-9.859322436523440,-2.04943662109375,-10.024522351074200,-2.2936451904296900,-9.502586389160160
lower,-5.592855078125,0.59376201171875,-6.217741711425780,1.9823989746093700,-6.849810949707030,2.7198130859375,-6.715735656738280,2.6958710693359400,-4.99909306640625,2.1835119140625000,-2.8227637573242200,0.6177040283203130,-4.620809204101560,-1.0534487304687500,-7.017405065917970,-4.1946413085937500,-8.130708837890630,-7.912836486816410,-7.606378674316410,-10.867281335449200,-8.264784130859370,-11.961431494140600,-6.591237170410160,-11.520898388671900,-5.566518859863280,-10.448296044921900,-4.108450048828130,-10.299855541992200
lower,-6.849810949707030,3.744531396484380,-5.743689782714840,2.906560815429690,-5.853823059082030,1.8626888916015600,-5.240907434082030,0.23223756103515600,-4.177881896972660,-3.342305517578130,-7.630320690917970,-5.4707507934570300,-8.664615808105470,-9.598354455566410,-8.616731774902340,-11.226411584472700,-8.722076647949220,-10.692504614257800,-6.373364819335940,-11.176133349609400,-4.766855505371090,-11.312602844238300,-2.568978381347660,-11.2240173828125,-2.3319524169921900,-9.200916979980470,-2.0829554443359400,-9.325415466308590
lower,-4.44363828125,1.66636435546875,-5.889736083984380,3.375824340820310,-6.459556079101560,3.584119885253910,-5.781997009277340,2.961627453613280,-5.027823486328130,2.712630480957030,-4.410119458007810,1.5969325073242200,-4.716577270507810,-0.6344634399414060,-5.717353564453120,-3.2130186279296900,-6.076483813476560,-8.341398583984380,-10.63025537109380,-13.479355346679700,-10.223241088867200,-13.692439294433600,-5.123591552734380,-11.089942089843700,-4.295197778320310,-10.402806213378900,-3.5410242553710900,-9.945513696289060
lower,-6.888118176269530,3.8857892944335900,-7.589619262695310,3.9408559326171900,-6.9527616210937500,3.6942531616210900,-5.492298608398440,3.995922570800780,-4.805162731933590,2.839523168945310,-3.2561142578125,1.20667763671875,-3.220201232910160,-1.649604943847660,-5.758054992675780,-6.050147595214840,-7.230489013671880,-10.599130749511700,-7.4411787597656200,-15.260641381835900,-8.384494213867190,-13.338097448730500,-4.80755693359375,-11.975796704101600,-4.486733911132810,-10.673351000976600,-3.555389465332030,-9.76116016845703
lower,-5.705382556152340,1.7477672119140600,-6.888118176269530,3.699041564941410,-6.849810949707030,4.273649963378910,-6.347028601074220,3.727771984863280,-6.418854650878910,3.845087866210940,-6.8569935546875,3.0262708984375000,-4.529829541015630,1.6519991455078100,-1.697488977050780,-0.5410895751953120,-4.2329485351562500,-4.3813890380859400,-8.06367119140625,-9.260772021484380,-9.267954626464840,-13.998897106933600,-8.389282617187500,-13.898340637207000,-5.88015927734375,-11.305420239257800,-4.967968444824220,-10.702081420898400
lower,-6.600813977050780,1.7836802368164100,-6.356605407714840,2.4899697265625,-6.349422802734380,3.440467785644530,-7.062894897460940,3.5122938354492200,-6.713341455078120,3.4332851806640600,-4.386177441406250,1.2569558715820300,-2.3415292236328100,-0.062249243164062500,-2.059013427734380,-4.678270043945310,-10.105925207519500,-7.453149768066410,-11.824961999511700,-14.865598107910200,-7.153874560546880,-15.818490368652300,-5.576095666503910,-11.640608471679700,-3.9719805541992200,-10.694898815918000,-3.6343981201171900,-9.600748657226560
lower,-6.445190869140630,3.323151904296880,-5.760449194335940,3.5889082885742200,-5.971138940429690,3.5386300537109400,-4.8314989501953100,3.4931402221679700,-3.81156904296875,2.2026655273437500,-2.9041666137695300,-0.01915361328125,-2.858676782226560,-3.347093920898440,-5.561730456542970,-7.9104422851562500,-8.10197841796875,-13.96298408203130,-12.490550061035200,-15.028403820800800,-8.192958081054690,-12.186486450195300,-5.9783215454101600,-8.614337573242190,-3.6727053466796900,-9.296685046386720,-3.4093431640625,-9.279925634765620
lower,-8.058882788085940,2.612074011230470,-8.185775476074220,2.8107927490234400,-7.474697583007810,2.6910826660156200,-5.662286926269530,1.7573440185546900,-3.0166940917968700,-0.45010991210937500,-1.5825672973632800,-1.0534487304687500,-4.5968671875,-3.411737365722660,-6.6151791870117200,-8.966285217285160,-9.86411083984375,-13.196839550781200,-8.09479581298828,-14.997279199218700,-6.792350109863280,-12.842497705078100,-3.4931402221679700,-10.824185705566400,-2.375048046875,-10.129867224121100,-2.1068974609375000,-8.647856396484380
lower,-7.4603323730468700,3.356670727539060,-8.367734802246090,3.536235852050780,-8.346186987304690,3.019088293457030,-8.066065393066410,2.817975354003910,-7.218518005371090,2.7653029174804700,-5.95677373046875,1.0821791503906200,-2.4588451049804700,-0.36152445068359400,-3.3255461059570300,-1.4341267944335900,-5.7700260009765600,-5.2648494506835900,-10.520122094726600,-10.790666882324200,-7.857769848632810,-17.34599102783200,-8.667010009765620,-12.820949890136700,-5.027823486328130,-11.288660827636700,-3.526659045410160,-9.751583361816410
lower,-8.645462194824220,1.9033903198242200,-6.739677673339840,1.2018892333984400,-0.16998831787109400,0.3591302490234380,-1.6112977172851600,-2.3822306518554700,-5.487510205078130,-6.330269189453130,-10.263942517089800,-9.835380419921870,-10.874463940429700,-12.428300817871100,-8.769960681152340,-11.748347546386700,-6.349422802734380,-10.771513269043000,-5.032611889648440,-10.01015714111330,-3.6727053466796900,-9.583989245605470,-3.086125939941410,-9.634267480468750,-2.817975354003910,-9.394847314453130,-2.6479870361328100,-9.452308154296870